episode,dataset,dataset_name,task_id,dataset_id,split_type,reward,loss,epsilon,f1,pipeline,invalid_count,pipeline_length,cache_hit
463,mfeat-morphological,mfeat-morphological,18,18,train,0.6307954222667961,0.01830791705287993,0.09770335251664321,0.6907954222667961,"['standard_scaler', 'feature_selection', 'random_forest']",0,3,False
464,jm1,jm1,3904,1053,train,0.5631437368335764,0.011607158308227858,0.09721483575406,0.6031437368335765,"['minmax_scaler', 'random_forest']",0,2,False
465,isolet,isolet,3481,300,train,0.9035024556674343,0.010550887789577246,0.09672876157528969,0.9435024556674343,"['minmax_scaler', 'random_forest']",0,2,False
466,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.5217816091954023,0.013299979890386263,0.09624511776741324,0.5617816091954023,"['standard_scaler', 'random_forest']",0,2,False
467,wilt,wilt,146820,40983,train,0.8317817896389326,0.018452624169488747,0.09576389217857617,0.8717817896389326,"['minmax_scaler', 'random_forest']",0,2,False
468,bank-marketing,bank-marketing,14965,1461,train,0.6810819952322601,0.01680703942353527,0.09528507271768329,0.7210819952322601,"['minmax_scaler', 'random_forest']",0,2,True
469,mnist_784,mnist_784,3573,554,train,0.9263417862165356,0.015935064293444157,0.09480864735409487,0.9663417862165357,"['minmax_scaler', 'random_forest']",0,2,False
470,tic-tac-toe,tic-tac-toe,49,50,train,0.9271624266144813,0.014292784035205841,0.0943346041173244,0.9471624266144814,['svm'],0,1,True
471,cylinder-bands,cylinder-bands,14954,6332,train,0.6330388593793681,0.014203764032572508,0.09386293109673778,0.6930388593793682,"['feature_selection', 'minmax_scaler', 'svm']",0,3,False
472,pc4,pc4,3902,1049,train,0.6371256306140027,0.006599795694152514,0.09339361644125409,0.6771256306140028,"['standard_scaler', 'svm']",0,2,False
473,ilpd,ilpd,9971,1480,train,0.3951785714285714,0.010262033436447382,0.09292664835904782,0.4151785714285714,['svm'],0,1,True
474,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.9478933336618712,0.007520572515204549,0.09246201511725258,0.9878933336618713,"['standard_scaler', 'random_forest']",0,2,False
475,texture,texture,125922,40499,train,0.943068761529488,0.011705683544278145,0.09199970504166631,0.9830687615294881,"['standard_scaler', 'knn']",0,2,False
476,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9700686168291802,0.008449165616184473,0.09153970651645797,0.9900686168291802,['random_forest'],0,1,True
477,churn,churn,167141,40701,train,0.844628078216103,0.01642422246125837,0.09108200798387568,0.884628078216103,"['standard_scaler', 'random_forest']",0,2,False
478,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.15291243663309392,0.01722048781812191,0.0906265979439563,0.17291243663309394,['random_forest'],0,1,True
479,pc1,pc1,3918,1068,train,0.6637644699662747,0.019851688761264086,0.09017346495423652,0.7037644699662747,"['minmax_scaler', 'random_forest']",0,2,False
480,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.681091931379837,0.014926893636584282,0.08972259762946533,0.7210919313798371,"['minmax_scaler', 'random_forest']",0,2,False
481,isolet,isolet,3481,300,train,0.9035024556674343,0.014016057830303907,0.089273984641318,0.9435024556674343,"['standard_scaler', 'random_forest']",0,2,False
482,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.6017650962176508,0.012766797095537186,0.0888276147181114,0.6217650962176509,['random_forest'],0,1,True
483,adult,adult,7592,1590,train,0.749611815942818,0.0075391790208717184,0.08838347664452084,0.789611815942818,"['minmax_scaler', 'random_forest']",0,2,False
484,balance-scale,balance-scale,11,11,train,0.5332008431195423,0.014490218522648016,0.08794155926129824,0.5732008431195423,"['minmax_scaler', 'random_forest']",0,2,True
485,mfeat-factors,mfeat-factors,12,12,train,0.911167646065057,0.020684804456929367,0.08750185146499175,0.951167646065057,"['feature_selection', 'knn']",0,2,False
486,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.45948935265791235,0.016035012784413993,0.08706434220766679,0.5194893526579124,"['feature_selection', 'minmax_scaler', 'knn']",0,3,False
487,pc4,pc4,3902,1049,train,0.6458176260825267,0.017571596428751945,0.08662902049662846,0.6658176260825267,['random_forest'],0,1,True
488,car,car,146821,40975,train,0.913771772421513,0.021765736863017082,0.08619587539414532,0.933771772421513,['random_forest'],0,1,True
489,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8818164242003736,0.01416476396843791,0.08576489601717459,0.9018164242003737,['knn'],0,1,True
490,kr-vs-kp,kr-vs-kp,3,3,train,0.9069764011799409,0.015093099636336168,0.08533607153708872,0.946976401179941,"['feature_selection', 'knn']",0,2,False
491,connect-4,connect-4,146195,40668,train,0.6031804832812043,0.012021531816571951,0.08490939117940327,0.6231804832812043,['random_forest'],0,1,True
492,PhishingWebsites,PhishingWebsites,14952,4534,train,0.9057059397705829,0.02259345290561517,0.08448484422350626,0.9457059397705829,"['standard_scaler', 'knn']",0,2,False
493,credit-g,credit-g,31,31,train,0.6230628803245436,0.017538969172164798,0.08406242000238873,0.6830628803245437,"['feature_selection', 'standard_scaler', 'random_forest']",0,3,False
494,eucalyptus,eucalyptus,2079,188,train,0.12959646213377557,0.011576522452135881,0.08364210790237678,0.16959646213377555,"['feature_selection', 'svm']",0,2,False
495,sick,sick,3021,38,train,0.4642041312272175,0.013526824302971363,0.0832238973628649,0.4842041312272175,['svm'],0,1,True
496,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.5417816091954023,0.02343046758323908,0.08280777787605056,0.5617816091954023,['svm'],0,1,True
497,bank-marketing,bank-marketing,14965,1461,train,0.4530584702527644,0.011278785299509764,0.08239373898667031,0.47305847025276443,['svm'],0,1,False
498,MiceProtein,MiceProtein,146800,40966,train,0.6989317036624847,0.013233920559287071,0.08198177029173696,0.7189317036624847,['svm'],0,1,True
499,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.9329336734693876,0.005846600513905287,0.08157186144027828,0.9529336734693876,['random_forest'],0,1,True
500,wdbc,wdbc,9946,1510,train,0.846285953060798,0.008536654757335782,0.0811640021330769,0.866285953060798,['svm'],0,1,True
501,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.48185933937223024,0.01619300665333867,0.08075818212241151,0.5018593393722303,['random_forest'],0,1,True
502,ilpd,ilpd,9971,1480,train,0.6630645161290323,0.014718018472194672,0.08035439121179945,0.6830645161290323,['random_forest'],0,1,True
503,mnist_784,mnist_784,3573,554,train,0.9462219640623935,0.019370516762137413,0.07995261925574046,0.9662219640623935,['random_forest'],0,1,False
504,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.9678933336618712,0.014578746166080236,0.07955285615946175,0.9878933336618713,['random_forest'],0,1,True
505,numerai28.6,numerai28.6,167120,23517,train,0.4997472869470382,0.0070597177837044,0.07915509187866444,0.5197472869470382,['svm'],0,1,True
506,electricity,electricity,219,151,train,0.8784228829326491,0.013849773444235325,0.07875931641927113,0.8984228829326492,['random_forest'],0,1,False
507,letter,letter,6,6,train,0.9025431061109469,0.017078649252653122,0.07836551983717477,0.9225431061109469,['svm'],0,1,True
508,cmc,cmc,23,23,train,0.3414652014652015,0.01619604229927063,0.07797369223798889,0.3614652014652015,['svm'],0,1,True
509,vowel,vowel,3022,307,train,0.674659794359014,0.02151823090389371,0.07758382377679894,0.7346597943590141,"['feature_selection', 'minmax_scaler', 'knn']",0,3,False
510,mfeat-karhunen,mfeat-karhunen,16,16,train,0.9355687356619157,0.012801396970947584,0.07719590465791494,0.9755687356619157,"['feature_selection', 'knn']",0,2,True
511,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9377970195141666,0.015380138220886389,0.07680992513462537,0.9777970195141666,"['feature_selection', 'knn']",0,2,False
512,cnae-9,cnae-9,9981,1468,train,0.8173106048885199,0.013286516691247622,0.07642587550895225,0.85731060488852,"['feature_selection', 'knn']",0,2,True
513,CIFAR_10,CIFAR_10,167124,40927,train,0.5145921166096168,0.014498192118480802,0.07604374613140748,0.5345921166096168,['svm'],0,1,True
514,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.8646323077354003,0.01589078363031149,0.07566352740075044,0.8846323077354004,['svm'],0,1,True
515,mfeat-fourier,mfeat-fourier,14,14,train,0.8356033166401582,0.01359978737309575,0.07528520976374668,0.8556033166401582,['svm'],0,1,True
516,credit-approval,credit-approval,29,29,train,0.7698989898989899,0.018686436116695404,0.07490878371492794,0.7898989898989899,['random_forest'],0,1,True
517,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9700686168291802,0.017347389832139015,0.0745342397963533,0.9900686168291802,['random_forest'],0,1,True
518,cylinder-bands,cylinder-bands,14954,6332,train,0.3892397660818713,0.010072165168821812,0.07416156859737154,0.4292397660818713,"['feature_selection', 'svm']",0,2,False
519,segment,segment,146822,40984,train,0.9031466907479032,0.01378843653947115,0.07379076075438468,0.9231466907479032,['random_forest'],0,1,True
520,wilt,wilt,146820,40983,train,0.8517817896389326,0.01691321423277259,0.07342180695061275,0.8717817896389326,['random_forest'],0,1,False
521,splice,splice,45,46,train,0.9339648601916312,0.016142709646373987,0.07305469791585968,0.9539648601916312,['random_forest'],0,1,True
522,nomao,nomao,9977,1486,train,0.9246267826578155,0.014171498827636242,0.07268942442628039,0.9446267826578155,['svm'],0,1,True
523,satimage,satimage,2074,182,train,0.863313297873049,0.012139310594648123,0.07232597730414898,0.883313297873049,['knn'],0,1,True
524,mfeat-zernike,mfeat-zernike,22,22,train,0.7572077101672421,0.014744696905836463,0.07196434741762824,0.8172077101672421,"['feature_selection', 'minmax_scaler', 'knn']",0,3,False
525,banknote-authentication,banknote-authentication,10093,1462,train,0.94,0.014581365743651986,0.0716045256805401,1.0,"['minmax_scaler', 'feature_selection', 'svm']",0,3,False
526,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.5899999999999999,0.013957000221125782,0.0712465030521374,0.6499999999999999,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
527,semeion,semeion,9964,1501,train,0.8191111671729884,0.014183822926133871,0.0708902705368767,0.8991111671729884,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
528,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.0846214060043822,0.015970425307750703,0.07053581918419231,0.16462140600438221,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
529,dresses-sales,dresses-sales,125920,23381,train,0.5392907801418438,0.01889543642755598,0.07018314008827135,0.5992907801418439,"['feature_selection', 'minmax_scaler', 'knn']",0,3,False
530,tic-tac-toe,tic-tac-toe,49,50,train,0.6754527687296417,0.014573600143194199,0.06983222438783,0.7354527687296417,"['standard_scaler', 'feature_selection', 'knn']",0,3,False
531,breast-w,breast-w,15,15,train,0.9055608352587297,0.008700105710886419,0.06948306326589085,0.9655608352587297,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
532,har,har,14970,1478,train,0.9119852875587707,0.012610398465767503,0.0691356479495614,0.9719852875587708,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
533,texture,texture,125922,40499,train,0.8568819377226514,0.00805177902802825,0.06878996970981359,0.9368819377226515,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
534,kc2,kc2,3913,1063,train,0.5794444444444444,0.017629174748435616,0.06844601986126451,0.6394444444444445,"['standard_scaler', 'feature_selection', 'knn']",0,3,False
535,dna,dna,167140,40670,train,0.7012876420349013,0.010929387528449297,0.06810378976195819,0.7612876420349014,"['feature_selection', 'minmax_scaler', 'knn']",0,3,False
536,jm1,jm1,3904,1053,train,0.5526302789962594,0.01789062493480742,0.0677632708131484,0.6126302789962594,"['minmax_scaler', 'feature_selection', 'knn']",0,3,False
537,pc1,pc1,3918,1068,train,0.6071738303537466,0.006749026651959866,0.06742445445908266,0.6671738303537467,"['standard_scaler', 'feature_selection', 'knn']",0,3,False
538,churn,churn,167141,40701,train,0.824628078216103,0.010685054352506995,0.06708733218678724,0.884628078216103,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
539,mfeat-morphological,mfeat-morphological,18,18,train,0.5686525498832455,0.009893488138914108,0.0667518955258533,0.6486525498832456,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
540,kc2,kc2,3913,1063,train,0.5348649052097328,0.014442036277614534,0.06641813604822402,0.5948649052097329,"['standard_scaler', 'feature_selection', 'svm']",0,3,False
541,credit-approval,credit-approval,29,29,train,0.7298989898989898,0.02093702112324536,0.0660860453679829,0.7898989898989899,"['standard_scaler', 'feature_selection', 'random_forest']",0,3,False
542,vowel,vowel,3022,307,train,0.674659794359014,0.016843638033606112,0.06575561514114299,0.7346597943590141,"['feature_selection', 'minmax_scaler', 'knn']",0,3,True
543,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.5417816091954023,0.025273405015468597,0.06542683706543727,0.5617816091954023,['svm'],0,1,True
544,balance-scale,balance-scale,11,11,train,0.602476064949567,0.015449845232069492,0.06509970288011008,0.622476064949567,['svm'],0,1,True
545,dresses-sales,dresses-sales,125920,23381,train,0.5714021695460023,0.007523112930357456,0.06477420436570952,0.5914021695460023,['knn'],0,1,True
546,mnist_784,mnist_784,3573,554,train,0.9499620107109487,0.013654648791998625,0.06445033334388098,0.9699620107109487,['knn'],0,1,True
547,wdbc,wdbc,9946,1510,train,0.9114591700133868,0.017235942650586367,0.06412808167716157,0.9314591700133869,['knn'],0,1,False
548,eucalyptus,eucalyptus,2079,188,train,0.43345524845524847,0.02455043187364936,0.06380744126877576,0.4534552484552485,['knn'],0,1,False
549,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9512976271040787,0.014540832256898284,0.06348840406243188,0.9712976271040787,['random_forest'],0,1,True
550,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.15291243663309392,0.012414786033332348,0.06317096204211972,0.17291243663309394,['random_forest'],0,1,True
551,letter,letter,6,6,train,0.9396450989680648,0.012416815385222435,0.06285510723190912,0.9596450989680648,['random_forest'],0,1,False
552,banknote-authentication,banknote-authentication,10093,1462,train,0.9701421780788413,0.008577661821618676,0.06254083169574957,0.9901421780788413,['random_forest'],0,1,True
553,cylinder-bands,cylinder-bands,14954,6332,train,0.4823398491836884,0.014181882422417403,0.062228127537270826,0.5623398491836884,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
554,CIFAR_10,CIFAR_10,167124,40927,train,0.5145921166096168,0.018563414458185434,0.06191698689958447,0.5345921166096168,['svm'],0,1,True
555,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.3428522557498767,0.010833184001967311,0.061607401965086545,0.36285225574987673,['svm'],0,1,True
556,adult,adult,7592,1590,train,0.5626919891456221,0.012769289780408144,0.06129936495526111,0.5826919891456221,['svm'],0,1,True
557,tic-tac-toe,tic-tac-toe,49,50,train,0.8966666666666667,0.00879211095161736,0.0609928681304848,0.9166666666666667,['knn'],0,1,False
558,credit-g,credit-g,31,31,train,0.47756177251378396,0.01590638297299544,0.060687903789832374,0.517561772513784,"['feature_selection', 'knn']",0,2,False
559,segment,segment,146822,40984,train,0.8686551598792864,0.011194658931344748,0.06038446427088321,0.8886551598792864,['knn'],0,1,False
560,pc4,pc4,3902,1049,train,0.6458176260825267,0.014477103482931852,0.06008254194952879,0.6658176260825267,['random_forest'],0,1,True
561,satimage,satimage,2074,182,train,0.8827900918802077,0.015893769916146994,0.05978212923978115,0.9027900918802078,['random_forest'],0,1,True
562,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9700686168291802,0.012984156608581543,0.05948321859358224,0.9900686168291802,['random_forest'],0,1,True
563,cmc,cmc,23,23,train,0.3414652014652015,0.013830103445798159,0.05918580250061433,0.3614652014652015,['svm'],0,1,True
564,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.8646323077354003,0.016525764018297195,0.058889873488111255,0.8846323077354004,['svm'],0,1,True
565,mfeat-karhunen,mfeat-karhunen,16,16,train,0.962266485276634,0.005933277076110244,0.058595424120670696,0.9822664852766341,['svm'],0,1,True
566,cnae-9,cnae-9,9981,1468,train,0.7281244564666302,0.011964734643697739,0.05830244700006734,0.7881244564666302,"['minmax_scaler', 'feature_selection', 'knn']",0,3,False
567,mfeat-morphological,mfeat-morphological,18,18,train,0.6633978598736443,0.013978373259305954,0.058010934765067,0.7033978598736443,"['minmax_scaler', 'knn']",0,2,False
568,breast-w,breast-w,15,15,train,0.9323389355742296,0.016343814010421436,0.05772088009124167,0.9723389355742297,"['minmax_scaler', 'svm']",0,2,False
569,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.7287484216304789,0.015524422749876976,0.05743227569078546,0.7487484216304789,['svm'],0,1,True
570,wilt,wilt,146820,40983,train,0.8492363112391931,0.019933111034333706,0.05714511431233153,0.8692363112391931,['knn'],0,1,True
571,semeion,semeion,9964,1501,train,0.8790727982453661,0.009192795027047396,0.05685938874076987,0.8990727982453661,['knn'],0,1,False
572,bank-marketing,bank-marketing,14965,1461,train,0.4530584702527644,0.0103165777400136,0.056575091797066025,0.47305847025276443,['svm'],0,1,True
573,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.38070274828896256,0.009202448884025216,0.056292216338080694,0.4007027482889626,['svm'],0,1,False
574,churn,churn,167141,40701,train,0.864628078216103,0.0259393397718668,0.05601075525639029,0.884628078216103,['random_forest'],0,1,True
575,texture,texture,125922,40499,train,0.9719431646206551,0.012708764057606459,0.05573070148010834,0.9919431646206551,['svm'],0,1,False
576,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8800268014037228,0.006571420235559344,0.0554520479727078,0.9000268014037228,['random_forest'],0,1,True
577,sick,sick,3021,38,train,0.8878153653122285,0.022121611051261425,0.05517478773284426,0.9078153653122285,['random_forest'],0,1,True
578,mfeat-zernike,mfeat-zernike,22,22,train,0.8019942340973475,0.013855429831892252,0.05489891379418004,0.8219942340973475,['svm'],0,1,True
579,har,har,14970,1478,train,0.9508235095650442,0.006993097020313144,0.05462441922520914,0.9708235095650443,['svm'],0,1,True
580,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.4344785741372772,0.008852763877560696,0.0543512971290831,0.47447857413727723,"['minmax_scaler', 'svm']",0,2,False
581,numerai28.6,numerai28.6,167120,23517,train,0.46607937567857405,0.016099566593766212,0.05407954064343768,0.5060793756785741,"['standard_scaler', 'knn']",0,2,False
582,jm1,jm1,3904,1053,train,0.5613183991195386,0.015341604128479958,0.05380914294022049,0.6013183991195387,"['standard_scaler', 'knn']",0,2,True
583,dna,dna,167140,40670,train,0.7412876420349014,0.01150119723752141,0.05354009722551939,0.7612876420349014,['knn'],0,1,False
584,nomao,nomao,9977,1486,train,0.9246267826578155,0.017935648560523987,0.05327239673939179,0.9446267826578155,['svm'],0,1,True
585,isolet,isolet,3481,300,train,0.946933827324566,0.006236603949218988,0.053006034755694834,0.966933827324566,['svm'],0,1,True
586,MiceProtein,MiceProtein,146800,40966,train,0.6989317036624847,0.013196108397096395,0.052741004581916356,0.7189317036624847,['svm'],0,1,True
587,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.8408976360797563,0.012115149293094873,0.052477299559006776,0.8608976360797563,['svm'],0,1,True
588,mfeat-factors,mfeat-factors,12,12,train,0.8557700906395882,0.010460534133017063,0.052214913061211746,0.8757700906395882,['svm'],0,1,True
589,ilpd,ilpd,9971,1480,train,0.6630645161290323,0.00996142765507102,0.05195383849590569,0.6830645161290323,['random_forest'],0,1,True
590,connect-4,connect-4,146195,40668,train,0.6031804832812043,0.00913272681646049,0.05169406930342616,0.6231804832812043,['random_forest'],0,1,True
591,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.6017650962176508,0.01178856915794313,0.05143559895690903,0.6217650962176509,['random_forest'],0,1,True
592,splice,splice,45,46,train,0.9339648601916312,0.013407092075794935,0.051178420962124486,0.9539648601916312,['random_forest'],0,1,True
593,mfeat-fourier,mfeat-fourier,14,14,train,0.8325923088975548,0.013023425824940205,0.05092252885731386,0.8525923088975548,['knn'],0,1,True
594,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.9329336734693876,0.009257852099835873,0.05066791621302729,0.9529336734693876,['random_forest'],0,1,True
595,PhishingWebsites,PhishingWebsites,14952,4534,train,0.937478248751719,0.014178515411913395,0.05041457663196215,0.957478248751719,['svm'],0,1,True
596,kr-vs-kp,kr-vs-kp,3,3,train,0.9353880279833093,0.011704672127962112,0.050162503748802344,0.9553880279833094,['svm'],0,1,True
597,electricity,electricity,219,151,train,0.7432443368921977,0.011887663509696722,0.05,0.7632443368921977,['svm'],0,1,True
598,car,car,146821,40975,train,0.9151110581357987,0.014147354755550623,0.05,0.9351110581357988,['svm'],0,1,True
599,pc1,pc1,3918,1068,train,0.4613278008298755,0.014812014764174819,0.05,0.48132780082987553,['svm'],0,1,True
600,credit-g,credit-g,31,31,train,0.46743386243386237,0.012686514761298895,0.05,0.4874338624338624,['svm'],0,1,True
601,wdbc,wdbc,9946,1510,train,0.846285953060798,0.00976659171283245,0.05,0.866285953060798,['svm'],0,1,True
602,mfeat-morphological,mfeat-morphological,18,18,train,0.5686525498832455,0.018039814941585065,0.05,0.6486525498832456,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
603,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.6248365182542398,0.016284611076116562,0.05,0.6448365182542398,['random_forest'],0,1,True
604,har,har,14970,1478,train,0.8949743830883062,0.013480578898452222,0.05,0.9549743830883063,"['standard_scaler', 'pca', 'knn']",0,3,False
605,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.8646323077354003,0.007203439716249704,0.05,0.8846323077354004,['svm'],0,1,True
606,credit-approval,credit-approval,29,29,train,0.553687292601991,0.012139832600951195,0.05,0.573687292601991,['svm'],0,1,True
607,pc1,pc1,3918,1068,train,0.4613278008298755,0.010279827984049916,0.05,0.48132780082987553,['svm'],0,1,True
608,letter,letter,6,6,train,0.9025431061109469,0.01918568043038249,0.05,0.9225431061109469,['svm'],0,1,True
609,wilt,wilt,146820,40983,train,0.466078338839075,0.013840931002050638,0.05,0.48607833883907503,['svm'],0,1,True
610,mfeat-zernike,mfeat-zernike,22,22,train,0.8019942340973475,0.013948274310678244,0.05,0.8219942340973475,['svm'],0,1,True
611,bank-marketing,bank-marketing,14965,1461,train,0.6997413385114349,0.013717599213123322,0.05,0.719741338511435,['random_forest'],0,1,True
612,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8595804629301949,0.020074713975191116,0.05,0.8995804629301949,"['standard_scaler', 'random_forest']",0,2,True
613,jm1,jm1,3904,1053,train,0.590357548713235,0.008987447246909142,0.05,0.610357548713235,['random_forest'],0,1,True
614,mfeat-fourier,mfeat-fourier,14,14,train,0.8070056981911784,0.006378482095897198,0.05,0.8270056981911784,['random_forest'],0,1,True
615,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.9329336734693876,0.012411981355398893,0.05,0.9529336734693876,['random_forest'],0,1,True
616,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.48185933937223024,0.01304363808594644,0.05,0.5018593393722303,['random_forest'],0,1,True
617,adult,adult,7592,1590,train,0.7692875583366886,0.012896247673779726,0.05,0.7892875583366886,['random_forest'],0,1,True
618,nomao,nomao,9977,1486,train,0.9246267826578155,0.012906559742987156,0.05,0.9446267826578155,['svm'],0,1,True
619,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9600170983936368,0.012969619361683726,0.05,0.9800170983936368,['svm'],0,1,True
620,texture,texture,125922,40499,train,0.9719431646206551,0.015442316886037588,0.05,0.9919431646206551,['svm'],0,1,True
621,segment,segment,146822,40984,train,0.8295384956909195,0.013276204156378904,0.05,0.8695384956909196,"['standard_scaler', 'svm']",0,2,False
622,electricity,electricity,219,151,train,0.7838678612262846,0.009481075763081511,0.05,0.8238678612262846,"['standard_scaler', 'knn']",0,2,True
623,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.5217816091954023,0.011232335741321245,0.05,0.5617816091954023,"['standard_scaler', 'random_forest']",0,2,True
624,kr-vs-kp,kr-vs-kp,3,3,train,0.926976401179941,0.011021370999515057,0.05,0.946976401179941,['knn'],0,1,False
625,connect-4,connect-4,146195,40668,train,0.5661198350730884,0.005117395659908652,0.05,0.5861198350730884,['knn'],0,1,True
626,sick,sick,3021,38,train,0.8878153653122285,0.005378073547035456,0.05,0.9078153653122285,['random_forest'],0,1,True
627,dresses-sales,dresses-sales,125920,23381,train,0.5714021695460023,0.0071239834651350975,0.05,0.5914021695460023,['knn'],0,1,True
628,cnae-9,cnae-9,9981,1468,train,0.8373106048885199,0.010867043398320675,0.05,0.85731060488852,['knn'],0,1,False
629,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9700686168291802,0.01510527590289712,0.05,0.9900686168291802,['random_forest'],0,1,True
630,CIFAR_10,CIFAR_10,167124,40927,train,0.3033131798032224,0.005963132483884692,0.05,0.32331317980322244,['knn'],0,1,True
631,PhishingWebsites,PhishingWebsites,14952,4534,train,0.930086528348476,0.01901655877009034,0.05,0.9500865283484761,['knn'],0,1,False
632,dna,dna,167140,40670,train,0.9269010386258641,0.013738938607275486,0.05,0.9469010386258642,['random_forest'],0,1,True
633,mfeat-karhunen,mfeat-karhunen,16,16,train,0.9355687356619157,0.012941153409580389,0.05,0.9755687356619157,"['feature_selection', 'knn']",0,2,True
634,ilpd,ilpd,9971,1480,train,0.6630645161290323,0.014742157887667418,0.05,0.6830645161290323,['random_forest'],0,1,True
635,satimage,satimage,2074,182,train,0.857435906341469,0.014615024905651808,0.05,0.8774359063414691,['svm'],0,1,False
636,mnist_784,mnist_784,3573,554,train,0.9566883051675554,0.012190293986350298,0.05,0.9766883051675554,['svm'],0,1,True
637,splice,splice,45,46,train,0.947365020467326,0.01948422146961093,0.05,0.967365020467326,['svm'],0,1,True
638,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.14382357413366967,0.009228225952635208,0.05,0.18382357413366965,"['feature_selection', 'svm']",0,2,False
639,breast-w,breast-w,15,15,train,0.9185084033613446,0.009043915507694086,0.05,0.9585084033613447,"['standard_scaler', 'svm']",0,2,False
640,eucalyptus,eucalyptus,2079,188,train,0.43345524845524847,0.00732559070456773,0.05,0.4534552484552485,['knn'],0,1,True
641,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.38070274828896256,0.011152549646794796,0.05,0.4007027482889626,['svm'],0,1,True
642,churn,churn,167141,40701,train,0.5757380825801878,0.01681193755939603,0.05,0.5957380825801878,['knn'],0,1,False
643,isolet,isolet,3481,300,train,0.946933827324566,0.020627460442483425,0.05,0.966933827324566,['svm'],0,1,True
644,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.8408976360797563,0.013787724543362856,0.05,0.8608976360797563,['svm'],0,1,True
645,cylinder-bands,cylinder-bands,14954,6332,train,0.609388908512893,0.01589447562582791,0.05,0.629388908512893,['knn'],0,1,True
646,tic-tac-toe,tic-tac-toe,49,50,train,0.9326211888572056,0.015802145469933748,0.05,0.9526211888572056,['random_forest'],0,1,True
647,MiceProtein,MiceProtein,146800,40966,train,0.8761057514845806,0.01705336570739746,0.05,0.8961057514845806,['knn'],0,1,True
648,pc4,pc4,3902,1049,train,0.6458176260825267,0.010547059820964932,0.05,0.6658176260825267,['random_forest'],0,1,True
649,vowel,vowel,3022,307,train,0.7311816957073604,0.020851772588988144,0.05,0.7711816957073604,"['feature_selection', 'knn']",0,2,False
650,banknote-authentication,banknote-authentication,10093,1462,train,0.9701421780788413,0.010782733792439103,0.05,0.9901421780788413,['random_forest'],0,1,True
